"text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","lon","lat"
"RT @Vik_81: An 83yr old man is on #700DaysOfHunger &amp; u didn't even know about it.. https://t.co/PD4WK58xXz #HumanRightsDay",7,FALSE,FALSE,807675077387046912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:18 +0000 2016",NA,NA,"en",7,FALSE,"Canada",24616553,"Law Student | Platinum Selling Producer",FALSE,"Mon Mar 16 00:29:00 +0000 2009",578,551,3208,FALSE,NA,"Shawn Kang","Pacific Time (US & Canada)","en",-28800,450,"shawnkang",-106.346771,56.130366
"RT @LeilaShasteen: ""Let's realize that a change can only come... When we stand together as one."" We Are the World #HumanRightsDay https://t<U+0085>",1,FALSE,FALSE,807675079093981184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:19 +0000 2016",NA,NA,"en",62,FALSE,"Phoenix, AZ",2429698513,"Supernatural Lover.<U+2764>
Prosthetic-leg-wearing Navajo & AZ Native that will #AKF!
I spread messages of Hope, Love & Laughter.
#IAmEnough & #YANA!",TRUE,"Sun Apr 06 01:36:50 +0000 2014",30254,1174,47492,FALSE,"https://www.facebook.com/donnay1994","DonnaY*SPNMagicLeg","Arizona","en",-25200,1033,"DonnaY1legwondr",-112.0740373,33.4483771
"RT @bapusuratsingh: please help raise awareness for bapu ji &amp; sikh political prisoners on #HumanRightsDay 10 December #700DaysOfHunger<U+0085>",6,FALSE,FALSE,807675078813089792,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:19 +0000 2016",NA,NA,"en",38,FALSE,"London, England",3299464023,"Raising awareness of 83 year old Bapu Surat Singh, on HungerStrike to free Sikh political prisoners! We rely on social media to raise awareness of Sikh matters.",FALSE,"Tue May 26 16:41:21 +0000 2015",36170,4830,4178,FALSE,"https://www.facebook.com/bapusuratsingh","BapuSuratSingh",NA,"en-GB",NA,381,"bapusuratsingh",-0.1277583,51.5073509
"RT @hrw: Human Rights Watch keeps an updated map on anti #LGBT laws around the world https://t.co/lg3i06HB8W #HumanRightsDay https://t.co/a<U+0085>",136,FALSE,FALSE,807675080524398592,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:19 +0000 2016",NA,NA,"en",62,FALSE,"Washington D.C. via Pakistan",58186248,"Gender Specialist, IFC Gender Secretariat @WBG_Gender. Previous: @UNICEF @USAID. Views my own. Interests: #WomensEconomicEmpowerment #SocEnt #Theater #Travel",TRUE,"Sun Jul 19 12:27:13 +0000 2009",3549,2139,937,FALSE,"http://www.linkedin.com/in/rudabanasir/","Rudaba Z. Nasir","Eastern Time (US & Canada)","en",-18000,1849,"RudabaNasir",-77.0680668,38.9435627
"World hunger. FAO report announces the largest drop recorded to date https://t.co/Bqua83G3EB <U+0085> good news for #HumanRightsDay",0,FALSE,FALSE,807675081379954688,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:19 +0000 2016",NA,NA,"en",6,FALSE,"Valencia, Spain",735801236448894976,"Bioethics Observatory - UCV",FALSE,"Thu May 26 11:54:20 +0000 2016",105,28,5,FALSE,"http://www.observatoriobioetica.org/categoria/bioethics-news","Bioethics News","Pacific Time (US & Canada)","en-gb",-28800,55,"bioethicsnews",-0.3762881,39.4699075
"+169 chemical weapons attacks &amp; over 35,956 barrel bombs have targeted Syrian civilians since March 2011. #HumanRightsDay #StandUp4Syria",0,FALSE,FALSE,807675084420870144,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:20 +0000 2016",NA,NA,"en",18,FALSE,"Paris",408001131,"Let TRUTH JUSTICE and EQUITY rules JERUSALEM Say NO to the ANTICHRIST Stop killing innocent people !",FALSE,"Tue Nov 08 21:02:17 +0000 2011",15761,656,5976,FALSE,NA,"<U+270C>Syria<U+270C><U+FE0F>Pal<U+270C><U+FE0F>Yemen<U+261D><U+FE0F>","Paris","fr",3600,2622,"LouisaAchour",2.3522219,48.856614
"RT @TasminaSheikh: On #HumanRightsDay, join us in asking PM Theresa May to drop the Government's plan to scrap the Human Rights Act  https:<U+0085>",153,FALSE,FALSE,807675085989548032,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:21 +0000 2016",NA,NA,"en",27,FALSE,"Scotland, Europe",2941014208,"For an independent Scotland free of nuclear weapons <U+0095> Enquiries: snpcndsecretary@gmail.com <U+0095> #BairnsNotBombs <U+0095> #ScrapTrident <U+0095> Web: http://snpcnd.scot <U+0095>",FALSE,"Thu Dec 25 17:29:54 +0000 2014",3428,1592,1736,FALSE,"https://www.facebook.com/snpcnd/","SNPCND","Pacific Time (US & Canada)","en",-28800,2577,"SnpCnd",-4.2026458,56.4906712
"RT @funder: #TrumpLeaks Putin said he could destroy America in a 30mins or less #russianhackers #putinspuppet #HumanRightsDay https://t.co/<U+0085>",72,FALSE,FALSE,807675087176474624,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:21 +0000 2016",NA,NA,"en",240,FALSE,"The Swamp",14247236,"Democratic Coalition (@keepamergr8) Senior Advisor; CEO @bulldogfinance; I run #TrumpLeaks; Wrote #DworkinReport; http://www.linkedin.com/in/fundraiser",TRUE,"Fri Mar 28 21:38:52 +0000 2008",32290,14236,26346,FALSE,"http://www.democraticcoalition.org","Scott Dworkin","Eastern Time (US & Canada)","en",-18000,8337,"funder",-85.6076495,30.5629238
"RT @waleed_balouch: Press conference held today on #HumanRightsDay in Karachi press club by families of abducted #Baloch.<U+0085>",38,FALSE,FALSE,807675091182125056,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:22 +0000 2016",NA,NA,"en",20,FALSE,"Bremen, Germany",1328719844,"Unit secretary Bremen (Germany zone @BNMovement_ ) I need international media must raise own voice for human rights violation in Baluchistan",TRUE,"Fri Apr 05 08:41:37 +0000 2013",6795,508,2014,FALSE,"http://thebnm.org","Niaz Belutsch",NA,"en",NA,271,"NiazBalooshi",8.8016937,53.0792962
"RT @bapusuratsingh: Please tweet for bapu ji &amp; sikh political prisoners on #HumanRightsDay 10 December #700DaysOfHunger 8pm (UK)<U+0085>",22,FALSE,FALSE,807675092587216896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:22 +0000 2016",NA,NA,"en",38,FALSE,"London, England",3299464023,"Raising awareness of 83 year old Bapu Surat Singh, on HungerStrike to free Sikh political prisoners! We rely on social media to raise awareness of Sikh matters.",FALSE,"Tue May 26 16:41:21 +0000 2015",36171,4830,4178,FALSE,"https://www.facebook.com/bapusuratsingh","BapuSuratSingh",NA,"en-GB",NA,381,"bapusuratsingh",-0.1277583,51.5073509
"Feliz Dia Internacional dos Direitos Humanos! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>

#DiaInternacionalDosDireitosHumanos #HumanRightsDay https://t.co/JTkRn6YIzd",0,FALSE,FALSE,807675092146585600,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:22 +0000 2016",NA,NA,"pt",2,FALSE,"Sao Paulo, Brazil",4872993017,"Oi pessoal! Somos Willian e Gregory. Conhe<e7>am nosso canal no YouTube http://youtube.com/willegreg2014 e nossa p<e1>gina no Face http://facebook.com/willegreg <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B1><U+00AC>",FALSE,"Wed Feb 03 01:12:42 +0000 2016",1338,2793,10858,FALSE,"http://youtube.com/willegreg2014","Will e Greg",NA,"en",NA,2355,"willegreg",-46.6333094,-23.5505199
"RT @UN_Women: #StandUp4HumanRights on #HumanRightsDay &amp; help make sure every woman can enjoy her right to live free from violence<U+0085>",199,FALSE,FALSE,807675098710888448,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:24 +0000 2016",NA,NA,"en",1,FALSE,"Vienna, Austria",731099908078469120,"22 /Wien - Vienna/ Polish Austrian / loves poetry, photography, journalism and writing.",FALSE,"Fri May 13 12:32:56 +0000 2016",73,76,149,FALSE,"https://magoomagisch.wordpress.com/","Magdalena Korecka",NA,"en",NA,233,"magoomagisch",16.3738189,48.2081743
"RT @HadiAlabdallah: <U+0641><U+064A> <U+0627><U+0644><U+064A><U+0648><U+0645> <U+0627><U+0644><U+0639><U+0627><U+0644><U+0645><U+064A> <U+0644><U+062D><U+0642><U+0648><U+0642> <U+0627><U+0644><U+0625><U+0646><U+0633><U+0627><U+0646> .. #<U+0633><U+0648><U+0631><U+064A><U+0627> <U+0628><U+0644><U+0627> <U+0625><U+0646><U+0633><U+0627><U+0646> !
#HumanRightsDay https://t.co/ZzvBFPui3C",115,FALSE,FALSE,807675105962819584,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:25 +0000 2016",NA,NA,"ar",6,FALSE,"Half Moon Bay, KSA",1318597339,"Lebanese ~ RealMadrid",TRUE,"Sun Mar 31 15:29:07 +0000 2013",9826,1768,68,FALSE,"https://www.facebook.com/omar.saaifan","OmaR",NA,"en",NA,762,"Omarsaaifan",50.0393017,26.0786143
"RT @stillSHErises: On #HumanRightsDay we remind our political leaders: we have the INALIENABLE RIGHT to equality, asylum, privacy, hea<U+0085>",18,FALSE,FALSE,807675108487663616,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:26 +0000 2016",NA,NA,"en",75,FALSE,"Africa",3092238185,"#Africa Campaign To End Abuse, Sexual Exploitation & Domestic Trafficking Of Girl Children Through Forced/Underage/Child <U+0091>Marriage<U+0092> - #EndChildMarriage",FALSE,"Mon Mar 16 00:16:06 +0000 2015",13758,1613,4910,FALSE,NA,"End Child 'Marriage'",NA,"en-gb",NA,854,"End2ChildAbuse",34.508523,-8.783195
"RT @AmyMek: Muslims Sell Girls like Cattle <ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Little Children are being auctioned every week in Afghanistan!

#HumanRightsDay https://t.co/am<U+0085>",196,FALSE,FALSE,807675109490196480,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:26 +0000 2016",NA,NA,"en",95,FALSE,"uk",2837244053,"when you get blocked by a company or person , it means they are scared of the truth , just keep tweeting other's read the truth,",FALSE,"Sun Oct 19 14:43:42 +0000 2014",165,4748,38,FALSE,NA,"LEAVE THE EU","London","en-gb",0,4368,"IM__SPARTICUS",-3.435973,55.378051
"RT @bapusuratsingh: please help raise awareness for bapu ji &amp; sikh political prisoners on #HumanRightsDay 10 December 2016<U+0085>",9,FALSE,FALSE,807675114938597376,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:27 +0000 2016",NA,NA,"en",38,FALSE,"London, England",3299464023,"Raising awareness of 83 year old Bapu Surat Singh, on HungerStrike to free Sikh political prisoners! We rely on social media to raise awareness of Sikh matters.",FALSE,"Tue May 26 16:41:21 +0000 2015",36172,4830,4178,FALSE,"https://www.facebook.com/bapusuratsingh","BapuSuratSingh",NA,"en-GB",NA,381,"bapusuratsingh",-0.1277583,51.5073509
"#Tolerance #HumanRightsDay  #welcomerefugees Syrian refugee and his Tim<U+0092>s-fuelled Canadian dream https://t.co/MEb77zdsHU via @metronews",0,FALSE,FALSE,807675115508998144,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:28 +0000 2016",NA,NA,"en",104,FALSE,"Canada",20023796,NA,FALSE,"Wed Feb 04 02:57:55 +0000 2009",48,7200,163,FALSE,NA,"nicole j m","Eastern Time (US & Canada)","en",-18000,998,"Nicole_J_M",-106.346771,56.130366
"All people are created equally. Can't stand people who treat anybody else differently. #HumanRightsDay <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF> https://t.co/4Wv92qc32M",0,FALSE,FALSE,807675117581008896,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:28 +0000 2016",NA,NA,"en",1,FALSE,"Fort Worth, TX",786013987896909824,"Music Producer <ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> Email: antoineallday91@gmail.com SC: @teezymelondrank IG: @teezymelondrank
http://www.beatstars.com/teezymelondrank",FALSE,"Wed Oct 12 01:21:52 +0000 2016",303,534,1631,FALSE,NA,"TeezyMelonDrank<ed><U+00A0><U+00BC><ed><U+00BD><U+0089><ed><U+00A0><U+00BC><ed><U+00BD><U+00BB>",NA,"en",NA,753,"MelonDrank",-97.3307658,32.7554883
"RT @SadiqKhan: Today on #HumanRightsDay we celebrate the rights of each &amp; every person, regardless of colour, gender, sexuality or<U+0085>",670,FALSE,FALSE,807675120894492672,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:29 +0000 2016",NA,NA,"en",26,FALSE,"London",51567213,"Assistant Director for Diversity and Inclusiveness at EY, Ex Police Officer, Ambassador for RS, Chair AMP. Tweets are my own, RT are not endorsements",FALSE,"Sat Jun 27 21:50:42 +0000 2009",1798,2039,240,FALSE,"https://uk.linkedin.com/pub/asif-sadiq/14/58b/b8a","Asif Sadiq","London","en",0,1205,"AsifSadiq",-0.1277583,51.5073509
"RT @bapusuratsingh: please tweet for bapu ji &amp; sikh political prisoners on #HumanRightsDay 10 December #700DaysOfHunger 8pm (UK) https://t.<U+0085>",3,FALSE,FALSE,807675123964772352,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:30 +0000 2016",NA,NA,"en",38,FALSE,"London, England",3299464023,"Raising awareness of 83 year old Bapu Surat Singh, on HungerStrike to free Sikh political prisoners! We rely on social media to raise awareness of Sikh matters.",FALSE,"Tue May 26 16:41:21 +0000 2015",36173,4830,4178,FALSE,"https://www.facebook.com/bapusuratsingh","BapuSuratSingh",NA,"en-GB",NA,381,"bapusuratsingh",-0.1277583,51.5073509
"In honor of today being #HumanRightsDay how about Sheriff Kyle Kirchmeier &amp; his lackeys @MortonCountySD all step down. #NoDAPL",0,FALSE,FALSE,807675125399072768,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:30 +0000 2016",NA,NA,"en",2,FALSE,"Philomath, OR",791855672950259712,"Environmental Activist. Beekeeper. We only have but this one planet. Mni Wiconi. Water is life.",TRUE,"Fri Oct 28 04:14:39 +0000 2016",520,65,1568,FALSE,NA,"Jake Weil",NA,"en",NA,118,"planetinchaos",-123.3676014,44.540121
"RT @KamalaHarris: Women<U+0092>s rights.
LGBT rights.
Indigenous rights.
Immigration rights.
On #HumanRightsDay, let<U+0092>s re-dedicate ourselves to fi<U+0085>",333,FALSE,FALSE,807675127164850176,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:30 +0000 2016",NA,NA,"en",5,FALSE,"Phoenix, Arizona, USA",3193482539,"Married Amateur Radio Operator. Likes watching @Seahawks, @Broncos, @Mariners, @Dbacks, @Padres, @AnaheimDucks, @ArizonaCoyotes. #NotMyPresident #WereStillHere",FALSE,"Wed Apr 22 05:07:04 +0000 2015",539,32,392,FALSE,NA,"RMinAZ","Pacific Time (US & Canada)","en",-28800,69,"RMinArizona",-112.0740373,33.4483771
"We support equality for ALL humans regardless of sexuality, religion, nationality, gender, or race #HumanRightsDay",0,FALSE,FALSE,807675127714422784,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:30 +0000 2016",NA,NA,"en",16,FALSE,"Hackney, London",964199178,"Giving a creative voice to women affected by domestic abuse and making that voice heard.",TRUE,"Thu Nov 22 12:52:51 +0000 2012",594,720,209,FALSE,"http://www.littlepaperslipper.com","Little Paper Slipper","London","en",0,967,"LittlePaperSlip",-0.0646437,51.5517953
"RT @PROACTIVA_SERV: #HumanRightsDay 
Art 1.Todos seres humanos nacen libres e iguales en dignidad y derechos y deben comportarse frater<U+0085>",230,FALSE,FALSE,807675128557531136,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:31 +0000 2016",NA,NA,"es",61,FALSE,"EUSKADI",4119912857,"PREFIERO MORIR DE PIE
QUE VIVIR SIEMPRE ARRODILLADO",FALSE,"Thu Nov 05 14:31:41 +0000 2015",52479,1375,13920,FALSE,NA,"Rakel D",NA,"es",NA,519,"rakeld12341234",-2.6189273,42.9896248
"RT @SweMFA: For Sweden, the fight for human rights is a key issue that must permeate all policy areas. #HumanRightsDay<U+0085>",5,FALSE,FALSE,807675129522229248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:31 +0000 2016",NA,NA,"en",80,FALSE,"Stockholm, Sverige",384732715,"Ambassador-at-large for Human Rights, Ministry for Foreign Affairs of Sweden. Former ambassador to the DRC. Tweets in Swedish at @SweHumanRights",TRUE,"Tue Oct 04 06:59:04 +0000 2011",3528,3548,152,FALSE,"http://www.ud.se","Annika Ben David","Stockholm","en",3600,349,"annikabendavid",18.0685808,59.3293235
"RT @Google: We all have the power to stand up for the rights of others. #HumanRightsDay https://t.co/SpVVtibhDv",535,FALSE,FALSE,807675135763378176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:32 +0000 2016",NA,NA,"en",0,FALSE,"Bronx, NY",384177096,"Just a young Nigerian man trying to make the next better than the last.",TRUE,"Mon Oct 03 06:32:13 +0000 2011",1210,64,168,FALSE,NA,"Olubanwo S Aruleba","Eastern Time (US & Canada)","en",-18000,107,"OSAruleba",-73.8648268,40.8447819
"RT @bapusuratsingh: please tweet for bapu ji &amp; sikh political prisoners on #HumanRightsDay 10 December #700DaysOfHunger 8pm (UK) https://t.<U+0085>",6,FALSE,FALSE,807675137336242176,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:33 +0000 2016",NA,NA,"en",38,FALSE,"London, England",3299464023,"Raising awareness of 83 year old Bapu Surat Singh, on HungerStrike to free Sikh political prisoners! We rely on social media to raise awareness of Sikh matters.",FALSE,"Tue May 26 16:41:21 +0000 2015",36174,4830,4178,FALSE,"https://www.facebook.com/bapusuratsingh","BapuSuratSingh",NA,"en-GB",NA,381,"bapusuratsingh",-0.1277583,51.5073509
"RT @Google: We all have the power to stand up for the rights of others. #HumanRightsDay https://t.co/SpVVtibhDv",536,FALSE,FALSE,807675138363850752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:33 +0000 2016",NA,NA,"en",3,FALSE,"Ankara",17893852,"I am the one who knocks.",FALSE,"Fri Dec 05 09:11:46 +0000 2008",8374,237,2989,FALSE,NA,"#Harambe Serhan S.","Istanbul","en",7200,121,"iyiorta",32.8597419,39.9333635
"#StandWithAleppo #HumanRightsDay #Aleppo https://t.co/IlKrxo3Q7F",0,FALSE,FALSE,807675138359590912,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:33 +0000 2016",NA,NA,"und",0,FALSE,"Liberal in the midwest",31586569,"unapologetically political.",FALSE,"Thu Apr 16 01:14:13 +0000 2009",30,31,587,FALSE,NA,"Kelly Welch",NA,"en",NA,178,"princesskmw",NA,NA
"RT @KamalaHarris: Women<U+0092>s rights.
LGBT rights.
Indigenous rights.
Immigration rights.
On #HumanRightsDay, let<U+0092>s re-dedicate ourselves to fi<U+0085>",334,FALSE,FALSE,807675140507045888,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:34 +0000 2016",NA,NA,"en",0,FALSE,"Brooklyn, NY",806973748477837312,"NYC + NYS (oh, yeah, they're different)<U+0095> Bklyn esp CB# 6 <U+0095> Manahatta, esp CB#s 2/4/5 <U+0095> Racial/Social/ <ed><U+00A0><U+00BC><ed><U+00BF><U+00B3><U+FE0F><U+200D><ed><U+00A0><U+00BC><ed><U+00BC><U+0088>Justice<U+0095> A bit of MA<U+0095>the other @carolynsbuddy <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>",FALSE,"Thu Dec 08 21:28:29 +0000 2016",17,2,19,FALSE,NA,"Emlyon",NA,"en",NA,41,"Emlyon3",-73.9441579,40.6781784
"Injustice anywhere is a threat to justice everywhere.-  Martin Luther King, Jr. #HumanRightsDay",0,FALSE,FALSE,807675142264471552,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:34 +0000 2016",NA,NA,"en",16,FALSE,"Cambridge, UK",27048752,"Interested in Social Justice & #GlobalDev. RT<U+2260>endorsement.",FALSE,"Fri Mar 27 17:15:04 +0000 2009",8754,546,366,FALSE,NA,"Babatope Ajayi","London","en",0,527,"babatope1",0.121817,52.205337
"Today is #HumanRightsDay! WFP is proud to promote the right to food for... https://t.co/naGvVpaneT by #UNHumanRights via @c0nvey",0,FALSE,FALSE,807675142839169024,NA,"<a href=""http://linkis.com"" rel=""nofollow"">Put your button on any page! </a>",FALSE,"Sat Dec 10 19:55:34 +0000 2016",NA,NA,"en",122,FALSE,"Global",109349398,"IT professional with interest in #research #reading #writing and #thought sharing People rarely say what they thought or reveal how they feel, no one is #honest",FALSE,"Thu Jan 28 19:32:30 +0000 2010",6136,22674,2511,FALSE,"http://prashantshrivastava.com","Prashant Shrivastava","New Delhi","en",19800,1181,"PrashantThought",NA,NA
"RT @Rasa171a: humanitarian chief: 10,000 children under 5 years have died from preventable diseases #HumanRightsDay<U+0085>",11,FALSE,FALSE,807675145368154112,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:35 +0000 2016",NA,NA,"en",309,FALSE,"Blackall Ranges",223610043,"IT Business Analyst, Department of Joy",FALSE,"Mon Dec 06 21:23:58 +0000 2010",142002,2043,1312,FALSE,NA,"Therese","Brisbane","en",36000,3247,"Th2shay",152.8833333,-26.7
"RT @willegreg: Feliz Dia Internacional dos Direitos Humanos! <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>

#DiaInternacionalDosDireitosHumanos #HumanRightsDay https://t.co/JTkRn6YIzd",1,FALSE,FALSE,807675146681151488,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:35 +0000 2016",NA,NA,"pt",8,FALSE,"S<e3>o Paulo, Brasil",2737768336,"<ed><U+00A0><U+00BD><ed><U+00B2><U+00AD><ed><U+00A0><U+00BC><ed><U+00BD><U+0095><U+263A><U+FE0F>",TRUE,"Sat Aug 09 01:53:12 +0000 2014",28585,1329,11174,FALSE,"https://www.instagram.com/igabbitch/","<U+2728> GAB  <U+2728>","Pacific Time (US & Canada)","pt",-28800,945,"igabbitch",-46.630715,-23.5528487
"RT @AmyMek: Islam is Nazism with a ""God"". Islamic scripture teaches the hatred &amp; killing of Jews. 

#HumanRightsDay https://t.co/DnOiLCFtoN",77,FALSE,FALSE,807675148719550464,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:35 +0000 2016",NA,NA,"en",17,FALSE,"East Lansing, MI",3248842445,"Our expertise - development of personal abilities, intuition, and creativity, achievement of success, and  living in Flow.",FALSE,"Tue May 12 21:28:33 +0000 2015",1858,1076,1955,FALSE,"http://www.orionsoltraining.com","Orionsol-ISBA",NA,"en",NA,1847,"OrionsolISBA",-84.4838654,42.7369792
"RT @bapusuratsingh: please tweet for bapu ji &amp; sikh political prisoners on #HumanRightsDay 10 December #700DaysOfHunger 8pm (UK) https://t.<U+0085>",15,FALSE,FALSE,807675150980288512,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:36 +0000 2016",NA,NA,"en",38,FALSE,"London, England",3299464023,"Raising awareness of 83 year old Bapu Surat Singh, on HungerStrike to free Sikh political prisoners! We rely on social media to raise awareness of Sikh matters.",FALSE,"Tue May 26 16:41:21 +0000 2015",36175,4830,4178,FALSE,"https://www.facebook.com/bapusuratsingh","BapuSuratSingh",NA,"en-GB",NA,381,"bapusuratsingh",-0.1277583,51.5073509
"Unborn,
LGBT,
All Races,
All Religions,
You matter. <U+2764><U+FE0F><U+FE0F>

#HumanRightsDay",0,FALSE,FALSE,807675155077943296,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Sat Dec 10 19:55:37 +0000 2016",NA,NA,"en",22,FALSE,"probably at starbucks <U+2615><U+FE0F>",1491278738,"18. Living for Jesus. College Student. Coffee Addict. INFP. Overcame substance abuse, self harm, an eating disorder & depression all because of Him. Est 6<U+0095>7<U+0095>13.",TRUE,"Fri Jun 07 20:50:56 +0000 2013",17050,1474,16794,FALSE,"http://www.twitlonger.com/show/n_1sp7dd6","Kat <U+2654>","Pacific Time (US & Canada)","en",-28800,437,"kat_413",NA,NA
"RT @Suffolklawcentr: On #HumanRightsDay remember it is not enough to have rights, you need legal help and affordable court fees to truly be<U+0085>",19,FALSE,FALSE,807675157108129792,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Sat Dec 10 19:55:37 +0000 2016",NA,NA,"en",10,FALSE,"West Sussex",2558975694,"Senior Lecturer - Social Work - UoC. Practice learning, Soc Psychology & Soc Work, Drugs, Politiks, Feminism, Coffee. Husband & new Dad. All views mine",FALSE,"Tue Jun 10 13:03:16 +0000 2014",1228,124,330,FALSE,"http://www.chi.ac.uk","Jon Old","Dublin","en",0,123,"_JonOld",-0.4617075,50.9280143
"RT @PhelimKine: #HumanRightsDay salute to #China 's jailed Nobel laureate #LiuXiaobo &amp; his wife #LiuXia via @hrw<U+0085>",4,FALSE,FALSE,807675159117119488,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Sat Dec 10 19:55:38 +0000 2016",NA,NA,"en",16,FALSE,"West Hollywood, CA",303569668,"Edutainer",TRUE,"Mon May 23 03:13:56 +0000 2011",4152,401,1231,FALSE,"http://www.facebook.com/yogitoria","ActualV","Arizona","en",-25200,1322,"mamamastermind",-118.3617443,34.0900091
